geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Area under National Administration,2_sample_mean,10730344,3834,3834,1,1,1038876.88,,4027970.5
Central Region,1_analytic_mean,10730344,3834,3834,1,1,3361221.5,0.0,9443715.0
Central Region,2_sample_mean,10730344,3834,3834,1,1,3361221.5,,9443715.0
Northern Region,1_analytic_mean,10730366,3835,3835,1,1,1066022.88,0.0,2572485.0
Northern Region,2_sample_mean,10730366,3835,3835,1,1,1066022.88,,2572485.0
Southern Region,1_analytic_mean,10730366,3835,3835,1,1,37368.69,0.0,135393.78
Southern Region,2_sample_mean,10730366,3835,3835,1,1,37368.69,,135393.78
Area under National Administration,1_analytic_mean,10730366,3835,3835,1,1,86516.63,0.0,304635.97
Area under National Administration,2_sample_mean,10730366,3835,3835,1,1,86516.63,,304635.97
Central Region,1_analytic_mean,10730366,3835,3835,1,1,1348861.75,0.0,4129516.0
Central Region,2_sample_mean,10730366,3835,3835,1,1,1348861.75,,4129516.0
Southern Region,1_analytic_mean,10730382,3835,3835,1,1,15660518.0,0.0,33476228.0
Southern Region,2_sample_mean,10730382,3835,3835,1,1,15660518.0,,33476228.0
Area under National Administration,1_analytic_mean,10730382,3835,3835,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10730382,3835,3835,1,1,37774.87,,101545.34
Central Region,1_analytic_mean,10730382,3835,3835,1,1,1807102.62,0.0,4535693.0
Central Region,2_sample_mean,10730382,3835,3835,1,1,1807102.62,,4535693.0
Southern Region,1_analytic_mean,10730394,3835,3835,1,1,16110032.0,0.0,28432876.0
Southern Region,2_sample_mean,10730394,3835,3835,1,1,16110032.0,,28432876.0
Area under National Administration,1_analytic_mean,10730394,3835,3835,1,1,52600.49,0.0,236939.09
Area under National Administration,2_sample_mean,10730394,3835,3835,1,1,52600.49,,236939.09
Central Region,1_analytic_mean,10730394,3835,3835,1,1,506508.19,0.0,1286242.12
Central Region,2_sample_mean,10730394,3835,3835,1,1,506508.19,,1286242.12
Southern Region,1_analytic_mean,10730536,3836,3836,1,1,2270423.5,0.0,7311229.0
Southern Region,2_sample_mean,10730536,3836,3836,1,1,2270423.5,,7311229.0
Area under National Administration,1_analytic_mean,10730536,3836,3836,1,1,211891.3,0.0,778514.56
Area under National Administration,2_sample_mean,10730536,3836,3836,1,1,211891.3,,778514.56
Central Region,1_analytic_mean,10730536,3836,3836,1,1,1745025.5,0.0,5483437.0
Central Region,2_sample_mean,10730536,3836,3836,1,1,1745025.5,,5483437.0
Northern Region,1_analytic_mean,10730668,3837,3837,1,1,1074417.38,0.0,3452546.0
Northern Region,2_sample_mean,10730668,3837,3837,1,1,1074417.38,,3452546.0
Area under National Administration,1_analytic_mean,10730751,3837,3837,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10730751,3837,3837,1,1,30869.79,,67696.9
Northern Region,1_analytic_mean,10730835,3838,3838,1,1,1647269.75,0.0,3960273.5
Northern Region,2_sample_mean,10730835,3838,3838,1,1,1647269.75,,3960273.5
Area under National Administration,1_analytic_mean,10730835,3838,3838,1,1,75143.56,0.0,236939.09
Area under National Administration,2_sample_mean,10730835,3838,3838,1,1,75143.56,,236939.09
Central Region,1_analytic_mean,10730835,3838,3838,1,1,2133471.0,0.0,5144957.0
Central Region,2_sample_mean,10730835,3838,3838,1,1,2133471.0,,5144957.0
Northern Region,1_analytic_mean,10730971,3840,3840,1,1,5732386.0,0.0,12997965.0
Northern Region,2_sample_mean,10730971,3840,3840,1,1,5732386.0,,12997965.0
Area under National Administration,1_analytic_mean,10730971,3840,3840,1,1,112715.34,0.0,270787.53
Area under National Administration,2_sample_mean,10730971,3840,3840,1,1,112715.34,,270787.53
Central Region,1_analytic_mean,10730971,3840,3840,1,1,275391.0,0.0,778514.56
Central Region,2_sample_mean,10730971,3840,3840,1,1,275391.0,,778514.56
Northern Region,1_analytic_mean,10731222,3843,3843,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10731222,3843,3843,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10731222,3843,3843,1,1,10375186.0,0.0,22611020.0
Southern Region,2_sample_mean,10731222,3843,3843,1,1,10375186.0,,22611020.0
Area under National Administration,1_analytic_mean,10731222,3843,3843,1,1,1077599.38,0.0,3926425.0
Area under National Administration,2_sample_mean,10731222,3843,3843,1,1,1077599.38,,3926425.0
Central Region,1_analytic_mean,10731222,3843,3843,1,1,22729476.0,0.0,50434072.0
Central Region,2_sample_mean,10731222,3843,3843,1,1,22729476.0,,50434072.0
Northern Region,1_analytic_mean,10731299,3844,3844,1,1,1768649.75,0.0,3960273.5
Northern Region,2_sample_mean,10731299,3844,3844,1,1,1768649.75,,3960273.5
Southern Region,1_analytic_mean,10731299,3844,3844,1,1,4366516.0,0.0,10222265.0
Southern Region,2_sample_mean,10731299,3844,3844,1,1,4366516.0,,10222265.0
Central Region,1_analytic_mean,10731299,3844,3844,1,1,664241.94,0.0,1387787.62
Central Region,2_sample_mean,10731299,3844,3844,1,1,664241.94,,1387787.62
Northern Region,1_analytic_mean,10731349,3844,3844,1,1,24032.4,0.0,33848.45
Northern Region,2_sample_mean,10731349,3844,3844,1,1,24032.4,,33848.45
Southern Region,1_analytic_mean,10731349,3844,3844,1,1,8548990.0,0.0,17398428.0
Southern Region,2_sample_mean,10731349,3844,3844,1,1,8548990.0,,17398428.0
Area under National Administration,1_analytic_mean,10731349,3844,3844,1,1,38384.14,0.0,101545.34
Area under National Administration,2_sample_mean,10731349,3844,3844,1,1,38384.14,,101545.34
Central Region,1_analytic_mean,10731349,3844,3844,1,1,223196.69,0.0,744666.06
Central Region,2_sample_mean,10731349,3844,3844,1,1,223196.69,,744666.06
Southern Region,1_analytic_mean,10731611,3848,3848,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10731611,3848,3848,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10731617,3848,3848,1,1,994196.62,0.0,2741727.5
Central Region,2_sample_mean,10731617,3848,3848,1,1,994196.62,,2741727.5
Southern Region,1_analytic_mean,10731629,3848,3848,1,1,4779478.0,0.0,8969815.0
Southern Region,2_sample_mean,10731629,3848,3848,1,1,4779478.0,,8969815.0
Northern Region,1_analytic_mean,10731745,3848,3848,1,1,15028.71,0.0,67696.9
Northern Region,2_sample_mean,10731745,3848,3848,1,1,15028.71,,67696.9
Central Region,1_analytic_mean,10731764,3849,3849,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10731764,3849,3849,1,1,28432.7,,33848.45
Southern Region,1_analytic_mean,10731890,3849,3849,1,1,340447.62,0.0,1049302.62
Southern Region,2_sample_mean,10731890,3849,3849,1,1,340447.62,,1049302.62
Area under National Administration,1_analytic_mean,10731890,3849,3849,1,1,60317.94,0.0,203090.66
Area under National Administration,2_sample_mean,10731890,3849,3849,1,1,60317.94,,203090.66
Central Region,1_analytic_mean,10731890,3849,3849,1,1,1227617.25,0.0,3960273.5
Central Region,2_sample_mean,10731890,3849,3849,1,1,1227617.25,,3960273.5
Northern Region,1_analytic_mean,10731926,3850,3850,1,1,668303.5,0.0,1557030.12
Northern Region,2_sample_mean,10731926,3850,3850,1,1,668303.5,,1557030.12
Area under National Administration,1_analytic_mean,10731926,3850,3850,1,1,18684.34,0.0,67696.9
Area under National Administration,2_sample_mean,10731926,3850,3850,1,1,18684.34,,67696.9
Southern Region,1_analytic_mean,10731935,3850,3850,1,1,19666670.0,0.0,40956632.0
Southern Region,2_sample_mean,10731935,3850,3850,1,1,19666670.0,,40956632.0
Area under National Administration,1_analytic_mean,10731935,3850,3850,1,1,30463.61,0.0,101545.34
Area under National Administration,2_sample_mean,10731935,3850,3850,1,1,30463.61,,101545.34
Central Region,1_analytic_mean,10731935,3850,3850,1,1,1035558.88,0.0,2674030.5
Central Region,2_sample_mean,10731935,3850,3850,1,1,1035558.88,,2674030.5
Central Region,1_analytic_mean,10731959,3850,3850,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10731959,3850,3850,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10732039,3850,3850,1,1,76903.68,0.0,203090.66
Southern Region,2_sample_mean,10732039,3850,3850,1,1,76903.68,,203090.66
Northern Region,1_analytic_mean,10732066,3851,3851,1,1,495270.47,0.0,1116999.62
Northern Region,2_sample_mean,10732066,3851,3851,1,1,495270.47,,1116999.62
Northern Region,1_analytic_mean,10732352,3854,3854,1,1,30463.61,0.0,101545.34
Northern Region,2_sample_mean,10732352,3854,3854,1,1,30463.61,,101545.34
Northern Region,1_analytic_mean,10732355,3854,3854,1,1,3690909.5,0.0,8868265.0
Northern Region,2_sample_mean,10732355,3854,3854,1,1,3690909.5,,8868265.0
Area under National Administration,1_analytic_mean,10732355,3854,3854,1,1,86516.64,0.0,169242.22
Area under National Administration,2_sample_mean,10732355,3854,3854,1,1,86516.64,,169242.22
Southern Region,1_analytic_mean,10732607,3857,3857,1,1,8344282.5,0.0,17533820.0
Southern Region,2_sample_mean,10732607,3857,3857,1,1,8344282.5,,17533820.0
Area under National Administration,1_analytic_mean,10732607,3857,3857,1,1,107841.17,0.0,203090.66
Area under National Administration,2_sample_mean,10732607,3857,3857,1,1,107841.17,,203090.66
Central Region,1_analytic_mean,10732607,3857,3857,1,1,13690060.0,0.0,31513044.0
Central Region,2_sample_mean,10732607,3857,3857,1,1,13690060.0,,31513044.0
Southern Region,1_analytic_mean,10732668,3857,3857,1,1,58896.3,0.0,135393.78
Southern Region,2_sample_mean,10732668,3857,3857,1,1,58896.3,,135393.78
Northern Region,1_analytic_mean,10732683,3858,3858,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10732683,3858,3858,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10732683,3858,3858,1,1,3408202.25,0.0,6634269.0
Southern Region,2_sample_mean,10732683,3858,3858,1,1,3408202.25,,6634269.0
Central Region,1_analytic_mean,10732683,3858,3858,1,1,655712.19,0.0,1387787.62
Central Region,2_sample_mean,10732683,3858,3858,1,1,655712.19,,1387787.62
Northern Region,1_analytic_mean,10732899,3860,3860,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10732899,3860,3860,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10733058,3862,3862,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10733058,3862,3862,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10733060,3862,3862,1,1,4434766.0,0.0,10391515.0
Northern Region,2_sample_mean,10733060,3862,3862,1,1,4434766.0,,10391515.0
Area under National Administration,1_analytic_mean,10733060,3862,3862,1,1,86516.64,0.0,169242.22
Area under National Administration,2_sample_mean,10733060,3862,3862,1,1,86516.64,,169242.22
Central Region,1_analytic_mean,10733071,3862,3862,1,1,353039.25,0.0,1015454.06
Central Region,2_sample_mean,10733071,3862,3862,1,1,353039.25,,1015454.06
Southern Region,1_analytic_mean,10733293,3865,3865,1,1,2974677.0,0.0,7582013.0
Southern Region,2_sample_mean,10733293,3865,3865,1,1,2974677.0,,7582013.0
Area under National Administration,1_analytic_mean,10733293,3865,3865,1,1,85298.09,0.0,101545.34
Area under National Administration,2_sample_mean,10733293,3865,3865,1,1,85298.09,,101545.34
Central Region,1_analytic_mean,10733293,3865,3865,1,1,8362290.5,0.0,16958404.0
Central Region,2_sample_mean,10733293,3865,3865,1,1,8362290.5,,16958404.0
Southern Region,1_analytic_mean,10733362,3865,3865,1,1,58896.3,0.0,135393.78
Southern Region,2_sample_mean,10733362,3865,3865,1,1,58896.3,,135393.78
Northern Region,1_analytic_mean,10733380,3866,3866,1,1,1646998.38,0.0,3791031.0
Northern Region,2_sample_mean,10733380,3866,3866,1,1,1646998.38,,3791031.0
Southern Region,1_analytic_mean,10733380,3866,3866,1,1,9770457.0,0.0,21155556.0
Southern Region,2_sample_mean,10733380,3866,3866,1,1,9770457.0,,21155556.0
Central Region,1_analytic_mean,10733380,3866,3866,1,1,738166.94,0.0,1590878.62
Central Region,2_sample_mean,10733380,3866,3866,1,1,738166.94,,1590878.62
Northern Region,1_analytic_mean,10733572,3868,3868,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10733572,3868,3868,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10733583,3868,3868,1,1,28432.7,0.0,33848.45
Southern Region,2_sample_mean,10733583,3868,3868,1,1,28432.7,,33848.45
Central Region,1_analytic_mean,10733583,3868,3868,1,1,1475387.38,0.0,4231061.0
Central Region,2_sample_mean,10733583,3868,3868,1,1,1475387.38,,4231061.0
Southern Region,1_analytic_mean,10733711,3870,3870,1,1,542996.62,0.0,1489333.12
Southern Region,2_sample_mean,10733711,3870,3870,1,1,542996.62,,1489333.12
Central Region,1_analytic_mean,10733711,3870,3870,1,1,475367.53,0.0,1421636.12
Central Region,2_sample_mean,10733711,3870,3870,1,1,475367.53,,1421636.12
Central Region,1_analytic_mean,10733720,3870,3870,1,1,1692559.12,0.0,4061819.0
Central Region,2_sample_mean,10733720,3870,3870,1,1,1692559.12,,4061819.0
Southern Region,1_analytic_mean,10733729,3870,3870,1,1,4205135.0,0.0,8428215.0
Southern Region,2_sample_mean,10733729,3870,3870,1,1,4205135.0,,8428215.0
Central Region,1_analytic_mean,10733863,3871,3871,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10733863,3871,3871,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10733870,3871,3871,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10733870,3871,3871,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10733957,3871,3871,1,1,53277.46,0.0,135393.78
Northern Region,2_sample_mean,10733957,3871,3871,1,1,53277.46,,135393.78
Northern Region,1_analytic_mean,10733988,3872,3872,1,1,3131868.0,0.0,7649709.0
Northern Region,2_sample_mean,10733988,3872,3872,1,1,3131868.0,,7649709.0
Area under National Administration,1_analytic_mean,10733988,3872,3872,1,1,94031.0,0.0,203090.66
Area under National Administration,2_sample_mean,10733988,3872,3872,1,1,94031.0,,203090.66
Central Region,1_analytic_mean,10733999,3872,3872,1,1,1637657.12,0.0,3858728.0
Central Region,2_sample_mean,10733999,3872,3872,1,1,1637657.12,,3858728.0
Central Region,1_analytic_mean,10734209,3875,3875,1,1,303485.19,0.0,778514.56
Central Region,2_sample_mean,10734209,3875,3875,1,1,303485.19,,778514.56
Southern Region,1_analytic_mean,10734271,3875,3875,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10734271,3875,3875,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10734284,3876,3876,1,1,1301337.75,0.0,3114061.0
Northern Region,2_sample_mean,10734284,3876,3876,1,1,1301337.75,,3114061.0
Southern Region,1_analytic_mean,10734284,3876,3876,1,1,34248824.0,0.0,75682656.0
Southern Region,2_sample_mean,10734284,3876,3876,1,1,34248824.0,,75682656.0
Central Region,1_analytic_mean,10734284,3876,3876,1,1,937737.19,0.0,2030909.12
Central Region,2_sample_mean,10734284,3876,3876,1,1,937737.19,,2030909.12
Northern Region,1_analytic_mean,10734338,3876,3876,1,1,160915.53,0.0,338484.41
Northern Region,2_sample_mean,10734338,3876,3876,1,1,160915.53,,338484.41
Northern Region,1_analytic_mean,10734493,3878,3878,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10734493,3878,3878,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10734637,3880,3880,1,1,3541907.75,0.0,7717405.0
Southern Region,2_sample_mean,10734637,3880,3880,1,1,3541907.75,,7717405.0
Central Region,1_analytic_mean,10734773,3881,3881,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10734773,3881,3881,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10734781,3881,3881,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10734781,3881,3881,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10734916,3882,3882,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10734916,3882,3882,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10734916,3882,3882,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10734916,3882,3882,1,1,35202.39,,67696.9
Northern Region,1_analytic_mean,10734929,3882,3882,1,1,3486260.25,0.0,9172915.0
Northern Region,2_sample_mean,10734929,3882,3882,1,1,3486260.25,,9172915.0
Southern Region,1_analytic_mean,10734929,3882,3882,1,1,37368.69,0.0,135393.78
Southern Region,2_sample_mean,10734929,3882,3882,1,1,37368.69,,135393.78
Area under National Administration,1_analytic_mean,10734929,3882,3882,1,1,106622.61,0.0,304635.97
Area under National Administration,2_sample_mean,10734929,3882,3882,1,1,106622.61,,304635.97
Central Region,1_analytic_mean,10734929,3882,3882,1,1,1348861.75,0.0,4129516.0
Central Region,2_sample_mean,10734929,3882,3882,1,1,1348861.75,,4129516.0
Southern Region,1_analytic_mean,10734941,3882,3882,1,1,16360789.0,0.0,34728600.0
Southern Region,2_sample_mean,10734941,3882,3882,1,1,16360789.0,,34728600.0
Central Region,1_analytic_mean,10734941,3882,3882,1,1,15434.89,0.0,33848.45
Central Region,2_sample_mean,10734941,3882,3882,1,1,15434.89,,33848.45
Southern Region,1_analytic_mean,10734962,3882,3882,1,1,8005248.0,0.0,18041540.0
Southern Region,2_sample_mean,10734962,3882,3882,1,1,8005248.0,,18041540.0
Central Region,1_analytic_mean,10734962,3882,3882,1,1,59911.76,0.0,236939.09
Central Region,2_sample_mean,10734962,3882,3882,1,1,59911.76,,236939.09
Northern Region,1_analytic_mean,10735147,3884,3884,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10735147,3884,3884,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10735147,3884,3884,1,1,8917059.0,0.0,18075388.0
Southern Region,2_sample_mean,10735147,3884,3884,1,1,8917059.0,,18075388.0
Area under National Administration,1_analytic_mean,10735147,3884,3884,1,1,286357.84,0.0,812363.06
Area under National Administration,2_sample_mean,10735147,3884,3884,1,1,286357.84,,812363.06
Central Region,1_analytic_mean,10735147,3884,3884,1,1,19778280.0,0.0,44646064.0
Central Region,2_sample_mean,10735147,3884,3884,1,1,19778280.0,,44646064.0
Northern Region,1_analytic_mean,10735234,3885,3885,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10735234,3885,3885,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10735234,3885,3885,1,1,9817367.0,0.0,21189404.0
Southern Region,2_sample_mean,10735234,3885,3885,1,1,9817367.0,,21189404.0
Central Region,1_analytic_mean,10735234,3885,3885,1,1,576236.0,0.0,1252393.62
Central Region,2_sample_mean,10735234,3885,3885,1,1,576236.0,,1252393.62
Southern Region,1_analytic_mean,10735579,3889,3889,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10735579,3889,3889,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10735593,3889,3889,1,1,16303994.0,0.0,36827176.0
Southern Region,2_sample_mean,10735593,3889,3889,1,1,16303994.0,,36827176.0
Central Region,1_analytic_mean,10735725,3890,3890,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10735725,3890,3890,1,1,28432.7,,33848.45
Southern Region,1_analytic_mean,10735859,3890,3890,1,1,335979.62,0.0,1116999.62
Southern Region,2_sample_mean,10735859,3890,3890,1,1,335979.62,,1116999.62
Area under National Administration,1_analytic_mean,10735859,3890,3890,1,1,144262.08,0.0,473878.16
Area under National Administration,2_sample_mean,10735859,3890,3890,1,1,144262.08,,473878.16
Central Region,1_analytic_mean,10735859,3890,3890,1,1,4447014.0,0.0,13370315.0
Central Region,2_sample_mean,10735859,3890,3890,1,1,4447014.0,,13370315.0
